id,time_utc,timestamp_ms,latitude,longitude,depth_km,magnitude,mag_type,place,segment
aftershock_0423,2026-07-13 21:22:31,1783992151718,10.4227,-67.2205,7.5,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0424,2026-07-14 08:05:16,1784030716385,10.5603,-68.3984,14.3,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0425,2026-07-14 11:25:42,1784042742495,10.4856,-68.4703,14.9,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0426,2026-07-14 14:10:28,1784052628819,10.8892,-67.1234,5.4,3.4,mb,Central Coast Cluster,Central Coast
aftershock_0427,2026-07-14 19:08:38,1784070518823,10.5182,-67.1769,8.2,3.2,mb,Central Coast Cluster,Central Coast
aftershock_0428,2026-07-14 19:39:42,1784072382638,9.9052,-67.953,7.3,2.7,mb,Corridor Cluster,Corridor
aftershock_0429,2026-07-15 02:16:58,1784096218881,10.6915,-68.4059,7.8,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0430,2026-07-15 11:40:08,1784130008579,10.7231,-68.3466,7.7,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0431,2026-07-15 22:39:41,1784169581396,9.9901,-68.5592,13.3,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0432,2026-07-16 13:28:07,1784222887854,10.0305,-67.8926,10.6,2.6,mb,Corridor Cluster,Corridor
aftershock_0433,2026-07-16 13:38:14,1784223494358,10.3539,-68.5142,10.7,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0434,2026-07-16 18:53:42,1784242422004,10.3761,-67.1471,12.9,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0435,2026-07-17 01:31:44,1784266304823,10.6384,-68.5144,4.5,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0436,2026-07-17 05:23:53,1784280233995,10.5812,-68.5248,11.0,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0437,2026-07-17 11:17:22,1784301442536,10.4083,-67.8767,15.8,2.6,mb,Corridor Cluster,Corridor
aftershock_0438,2026-07-18 09:48:41,1784382521049,10.7828,-67.1515,9.8,3.7,mb,Central Coast Cluster,Central Coast
aftershock_0439,2026-07-18 19:26:06,1784417166050,10.4965,-67.1028,9.6,3.1,mb,Central Coast Cluster,Central Coast
aftershock_0440,2026-07-20 15:03:39,1784574219741,10.7342,-67.2165,6.4,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0441,2026-07-21 09:36:22,1784640982930,10.1808,-67.8956,11.1,3.3,mb,Corridor Cluster,Corridor
aftershock_0442,2026-07-22 10:20:22,1784730022241,10.4065,-68.4669,4.4,2.8,mb,Yaracuy Cluster,Yaracuy
aftershock_0443,2026-07-22 20:01:12,1784764872722,10.603,-67.1933,15.5,3.4,mb,Central Coast Cluster,Central Coast
aftershock_0444,2026-07-23 03:33:45,1784792025947,10.6443,-68.421,10.9,3.2,mb,Yaracuy Cluster,Yaracuy
aftershock_0445,2026-07-24 19:25:47,1784935547965,10.4537,-68.5198,7.6,2.7,mb,Yaracuy Cluster,Yaracuy
aftershock_0446,2026-07-24 23:49:32,1784951372611,10.1807,-68.5293,7.5,2.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0447,2026-07-25 21:23:47,1785029027374,11.0256,-67.1958,11.4,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0448,2026-07-26 03:12:32,1785049952153,10.7168,-67.1848,12.6,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0449,2026-07-26 05:02:01,1785056521886,10.6841,-68.4861,10.5,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0450,2026-07-26 13:07:58,1785085678788,10.748,-68.475,9.3,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0451,2026-07-27 00:55:42,1785128142037,10.1636,-67.2972,12.8,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0452,2026-07-28 13:33:12,1785259992499,10.5282,-67.1963,15.1,3.2,mb,Central Coast Cluster,Central Coast
aftershock_0453,2026-07-29 03:51:20,1785311480252,10.8003,-67.0924,4.3,4.2,Mw,Central Coast Cluster,Central Coast
aftershock_0454,2026-07-29 14:18:10,1785349090416,10.0721,-67.254,13.0,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0455,2026-07-29 19:11:34,1785366694396,10.2205,-68.5266,12.8,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0456,2026-07-29 20:09:27,1785370167711,10.3613,-68.4715,15.1,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0457,2026-07-31 01:39:45,1785476385492,10.415,-67.1976,11.9,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0458,2026-07-31 10:28:13,1785508093915,10.1269,-67.9412,13.4,3.5,mb,Corridor Cluster,Corridor
aftershock_0459,2026-08-03 00:32:03,1785731523132,10.14,-68.4725,10.3,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0460,2026-08-03 10:35:15,1785767715592,10.1586,-67.1818,5.4,2.9,mb,Central Coast Cluster,Central Coast
aftershock_0461,2026-08-03 13:25:16,1785777916541,10.4412,-67.2995,6.0,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0462,2026-08-03 15:30:04,1785785404685,10.2481,-67.2457,7.0,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0463,2026-08-03 21:27:58,1785806878056,10.2415,-67.2642,11.5,2.9,mb,Central Coast Cluster,Central Coast
aftershock_0464,2026-08-04 01:37:07,1785821827909,10.822,-67.1907,12.1,3.2,mb,Central Coast Cluster,Central Coast
aftershock_0465,2026-08-04 22:56:32,1785898592245,10.1348,-68.5634,6.5,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0466,2026-08-05 09:58:35,1785938315082,10.7319,-67.1471,9.0,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0467,2026-08-06 15:09:55,1786043395766,10.4125,-68.5988,9.0,2.6,mb,Yaracuy Cluster,Yaracuy
aftershock_0468,2026-08-06 18:19:45,1786054785707,10.4598,-68.4709,8.9,3.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0469,2026-08-06 21:38:24,1786066704920,10.2443,-67.3054,9.5,3.4,mb,Central Coast Cluster,Central Coast
aftershock_0470,2026-08-06 21:59:24,1786067964302,10.2522,-68.583,17.3,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0471,2026-08-07 19:20:21,1786144821741,10.6364,-68.311,13.8,2.9,mb,Yaracuy Cluster,Yaracuy
aftershock_0472,2026-08-08 09:36:23,1786196183725,10.5712,-68.3039,10.0,3.0,mb,Yaracuy Cluster,Yaracuy
aftershock_0473,2026-08-09 19:24:47,1786317887626,10.6885,-67.9259,10.9,2.6,mb,Corridor Cluster,Corridor
aftershock_0474,2026-08-15 01:08:44,1786770524411,10.162,-68.4821,8.6,3.5,mb,Yaracuy Cluster,Yaracuy
aftershock_0475,2026-08-15 05:55:21,1786787721814,10.4633,-67.1328,9.5,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0476,2026-08-15 14:40:26,1786819226916,10.6416,-67.1714,9.8,2.7,mb,Central Coast Cluster,Central Coast
aftershock_0477,2026-08-15 18:04:56,1786831496733,10.579,-67.1493,17.1,2.8,mb,Central Coast Cluster,Central Coast
aftershock_0478,2026-08-17 14:37:23,1786991843511,10.8488,-67.1761,16.2,2.5,mb,Central Coast Cluster,Central Coast
aftershock_0479,2026-08-17 21:06:33,1787015193340,10.6967,-67.207,3.0,2.6,mb,Central Coast Cluster,Central Coast
aftershock_0480,2026-08-19 09:05:06,1787144706542,10.5361,-67.1175,9.3,3.1,mb,Central Coast Cluster,Central Coast
